Feature,VIF
annual_disaster_drill,40.87586772644403
budget_for_drrmp,2.832547302080212
early_warning_system,42.2014564988342
emergency_infrastructure,18.83169434423295
employed_population,3.103038232525507
sanitary_system,71.75599687035425
