Feature,VIF
capacity_of_health_services,3.6869068528661693
capacity_of_school_services,5.639027833926004
capacity_to_generate_local_resource,3.8635949155645726
compliance_to_national_directives,34.70202364252048
peace_and_order,1.649740052889374
presence_of_investment_promotion_unit,37.47249439538619
recognition_of_performance,4.19590612154054
social_protection,5.026650658100015
