Latitude,Longitude,Price,LRTHubDist,PC1,PC2,PC3,PC4,DBSCAN_Cluster
120.9949718,14.6614257,-0.0674742229629973,-1.5000935193562686,0.4589556719120802,2.023038164003613,3.308989737484202,-0.2088439325108222,0
120.9949718,14.6614257,1.566206896163726,-1.5000935193562686,1.335309911383992,2.0795981570763,4.123073598738047,2.748740230820588,-1
120.9723,14.65205,-0.0157754533703795,-1.4036836214277115,1.2825850488591022,2.2709145255554004,2.795439249705977,3.4716008966151097,0
120.9712342,14.6480796,-0.2225705317408508,-1.3523710658255543,0.2775655014150139,2.3744429694432654,2.043264494758608,-0.3738400195538154,0
121.0271,14.55973,2.000476560741716,-0.5502394182501328,2.751546949389056,-0.599280760687645,-0.6413523236101021,2.4322820856681524,0
121.018458,14.57608,-0.5768689205991079,-0.7092888939684789,1.951251892392504,1.966997014410883,1.3105674659599684,-1.797191442478917,0
121.011528,14.543799,0.5012122425557987,-1.3910842018845122,2.5990960186535013,0.7687495881660795,0.6425389375670818,1.105524290933065,0
121.018458,14.57608,-0.6160255893680645,-0.7092888939684789,1.8505200446942756,1.945480313393924,1.1606559604334448,-2.106562030792253,0
121.0218,14.55659,-0.0157754533703795,-0.810762071023991,1.8077319021123717,-1.3009374664245927,-1.8918786838235508,-0.3346281851946317,0
121.0206028,14.5596699,-0.4086861022742751,-0.8409822022527302,1.886331809441638,-0.7872526782512972,-1.3656136206884473,-0.5316709473137372,0
121.018458,14.57608,-0.6402411999874614,-0.7092888939684789,1.8484400486525605,1.945431250893076,1.1590433547074568,-2.113755266650539,0
121.0183,14.56166,-0.3880065944372279,-0.9152198264694916,3.011631560589461,0.0597573461811047,0.8326865259185329,2.3014315926783024,0
121.0271,14.55973,0.1755099941223064,-0.5502394182501328,1.9630772082014445,-0.6705158303596076,-1.4501379611236178,-0.1872557748403289,0
121.036339,14.562949,1.9903642814094,-0.1065688279484765,1.97029987349699,1.401714968625145,0.0465508172050432,-0.6904761297198496,0
121.009139,14.563865,0.4391737190446573,-1.288343308178401,2.584728508956186,0.9321445183201132,0.9927044886135428,0.2824895240830384,0
121.012006,14.5531,-0.2225705317408508,-1.280500541769874,2.611750161990484,-0.4697347994320349,-0.2809149849875841,0.9901213940774308,0
121.0218,14.55659,0.3263153050239726,-0.810762071023991,1.8448598314569875,-1.3000617007844455,-1.863093671614668,-0.2062289251242264,0
121.0218,14.55659,1.0698987080745948,-0.810762071023991,2.227012053641133,-1.1941479859226072,-1.2032512179628068,0.917980292444474,0
121.0607,14.53821,1.2249950168524484,0.7995033748431178,2.613647964839307,1.6621941323742997,2.5526769194233982,-0.457121808932003,0
121.0206028,14.5596699,1.7419827127786267,-0.8409822022527302,2.0943314136131552,-0.7823464281664394,-1.2043530480896614,0.1876526385148638,0
121.003404,14.55953,-0.3776668405187043,-1.5632323126244678,2.6331402821249585,0.9350004133446674,1.4529189051596072,-0.3178299555968194,0
121.018458,14.57608,-0.623670265748217,-0.7092888939684789,1.8484400486525605,1.945431250893076,1.1590433547074568,-2.113755266650539,0
121.018458,14.57608,-0.6775197041558878,-0.7092888939684789,1.8477467166386552,1.9454148967261264,1.158505819465461,-2.116153011936634,0
121.017778,14.534456,1.0180965409427918,-1.134782224004543,1.3633965171893108,1.789883595636561,-0.5963220872153061,-1.287010979207862,0
